LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,CHEYENNE,15209,2018,5/9/2018 14:48
Dog Individual Neutered Male,WELSH CORGI PEMBROK,FAWN,ALPHA,15237,2018,5/9/2018 14:48
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,SPOTTED,BING,15236,2018,5/9/2018 14:48
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,GOLD,JOEY,15236,2018,5/9/2018 14:48
Dog Senior Citizen or Disability Spayed Female,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,LUCY,15236,2018,5/9/2018 14:48
Dog Individual Male,WEIMARANER,SILVER,PIPER,15237,2018,5/9/2018 16:27
Dog Individual Female,WEIMARANER,SILVER,PIPER,15237,2018,5/9/2018 16:27
Dog Individual Neutered Male,ENG SETTER,WHITE/BROWN,DUKE,15102,2018,5/9/2018 16:27
Dog Individual Neutered Male,ENG SETTER,WHITE/BROWN,DUSTY,15102,2018,5/9/2018 16:27
Dog Individual Male,TAG,BLACK/BROWN,MAX,15235,2018,5/9/2018 16:27
Dog Individual Spayed Female,GOLDEN RETRIEV MIX,BLONDE,MAIZE,15221,2018,5/9/2018 16:27
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,CASSIE,15237,2018,5/9/2018 16:27
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,JACKSON,15235,2018,5/9/2018 16:27
Dog Individual Spayed Female,PUG,BLACK,EMMA,15147,2018,5/9/2018 16:27
Dog Individual Neutered Male,ENG SPRINGER SPANIE,TRI-COLOR,DUDLEY,15216,2018,5/9/2018 16:27
Dog Senior Citizen or Disability Male,MIXED,BLACK,HERBIE,15090,2018,5/9/2018 16:27
Dog Senior Citizen or Disability Spayed Female,BISHON FRISE MIX,WHITE,PEACHES,15090,2018,5/9/2018 16:27
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,QUINN,15106,2018,5/9/2018 16:27
Dog Senior Citizen or Disability Neutered Male,POODLE STANDARD,BLACK,SAMSON,15090,2018,5/9/2018 16:27
Dog Individual Male,LABRADOR RETRIEVER,WHITE,LUKE,15215,2018,5/9/2018 16:27
Dog Individual Spayed Female,PEEKAPOO,BLACK,BUFFY,15236,2018,5/9/2018 16:27
Dog Individual Male,WELSH CORGI PEMBROK,WHITE/BROWN,COPPER,15236,2018,5/9/2018 16:27
Dog Individual Male,GOLDEN RETRIEVER,TAN,BUCK,15024,2018,
Dog Individual Neutered Male,ENG COONHOUND,BLACK/TAN/WHITE,SCOOTER,15116,2018,5/9/2018 16:27
Dog Individual Neutered Male,GOLDENDOODLE,BROWN,SIMBA,15136,2018,5/9/2018 16:27
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,REMINGTON,15225,2018,5/9/2018 16:27
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,NEVI,15225,2018,5/9/2018 16:27
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,DAKOTA,15225,2018,5/9/2018 16:27
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,CHLOE,15101,2018,5/9/2018 16:27
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BLUE,BUDDY,15101,2018,5/9/2018 16:27
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/ORANGE,NINA,15101,2018,5/9/2018 16:27
Dog Individual Female,MASTIFF,BRINDLE,ZOE,15101,2018,5/9/2018 16:27
Dog Individual Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,PIXIE,15136,2018,5/9/2018 16:27
Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/BRINDLE,GIDGET,15236,2018,5/9/2018 16:27
Dog Individual Male,LABRADOR RETRIEVER,WHITE/YELLOW,GRADY,15129,2018,5/9/2018 16:27
Dog Individual Spayed Female,SHIH TZU,BLACK,ASIA,15102,2018,5/9/2018 16:27
Dog Individual Spayed Female,TAG,WHITE/BROWN,RUBY,15237,2018,5/9/2018 16:27
Dog Individual Spayed Female,TAG,WHITE/BROWN,RUBY,15237,2018,5/9/2018 16:27
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,BELLA,15237,2018,5/9/2018 16:27
Dog Individual Spayed Female,BEAGLE MIX,WHITE/YELLOW,ROXY,15241,2018,5/9/2018 16:27
Dog Individual Female,CHIHUAHUA,BLACK,CHLOE,15037,2018,5/9/2018 16:27
Dog Individual Neutered Male,GOLDEN RETRIEVER,TAN,BUCK,15024,2018,5/10/2018 8:35
Dog Individual Neutered Male,GOLDEN RETRIEVER,TAN,BUCK,15024,2018,5/10/2018 8:40
Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,LADY,15018,2018,5/10/2018 9:26
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,YELLOW,OLIVIA,15090,2018,5/10/2018 9:17
Dog Individual Spayed Female,TAG,TRI-COLOR,WILLOW,15235,2018,5/10/2018 9:53
Dog Individual Male,YORKSHIRE TERRIER,BLACK/BROWN,BAXTER,15147,2018,5/10/2018 10:11
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,ZOE,15209,2018,5/10/2018 10:11
Dog Individual Male,POMERANIAN,WHITE,BRUNO,15147,2018,5/10/2018 10:11
Dog Individual Male,MIXED,SPOTTED,MO,15129,2018,5/11/2018 8:35
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,LEYLA,15068,2018,5/11/2018 8:35
Dog Senior Citizen or Disability Male,DACHSHUND,TAN,SARGENT,15068,2018,5/11/2018 8:35
Dog Individual Spayed Female,YORKSHIRE TERRIER,BROWN,STELLA,15241,2018,5/11/2018 8:35
Dog Individual Neutered Male,MIXED,BROWN,MAX,15146,2018,5/11/2018 8:35
Dog Individual Male,LAB MIX,BROWN/TAN/BRINDLE,PETER PAN,15238,2018,5/11/2018 8:35
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,TANK,15236,2018,5/10/2018 10:59
Dog Individual Spayed Female,CHOW CHOW MIX,BLACK/TAN,SAPHIRE,15236,2018,5/10/2018 10:59
Dog Individual Spayed Female,GER SHEPHERD MIX,BROWN/GOLD,JAZZ,15025,2018,5/10/2018 10:59
Dog Individual Spayed Female,CHIHUAHUA,TAN,ZOEY,15236,2018,5/10/2018 10:59
Dog Individual Spayed Female,PUG,BLACK/TAN,SADIE,15147,2018,5/10/2018 12:16
Dog Individual Neutered Male,STUMPY TAIL CATTLE DO,SPOTTED,SMOKEY,15014,2018,5/10/2018 12:16
Dog Individual Spayed Female,MIN AUS SHEPHERD,MERLE,LUNA,15102,2018,5/10/2018 12:16
Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,BO,15243,2018,5/10/2018 12:16
Dog Individual Neutered Male,MIXED,BLACK/BROWN,GEMMA,15235,2018,5/10/2018 12:16
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,DARK,15235,2018,5/10/2018 12:16
Dog Individual Spayed Female,SHIH TZU,SPOTTED,CHLOE,15202,2018,5/10/2018 12:16
Dog Individual Neutered Male,DACHSHUND,BROWN,BOOMER,15202,2018,5/10/2018 12:16
Dog Individual Spayed Female,LAB MIX,BLACK,BELLA,15235,2018,5/10/2018 12:16
Dog Individual Male,ENG BULLDOG,FAWN,TOOBA,15202,2018,5/10/2018 12:16
Dog Individual Male,BOXER,BRINDLE,CAESER,15120,2018,5/10/2018 12:16
Dog Individual Female,MIXED,WHITE/BLACK,ORI,15132,2018,5/10/2018 12:16
Dog Individual Neutered Male,MIXED,MULTI,KENO,15239,2018,5/10/2018 12:16
Dog Senior Citizen or Disability Male,MIXED,BLACK,BILLY,15235,2018,5/10/2018 12:16
Dog Individual Spayed Female,MIXED,WHITE/TAN,JASMINE,15068,2018,5/10/2018 12:16
Dog Individual Neutered Male,BISHON FRISE MIX,WHITE/TAN,THOR,15228,2018,5/10/2018 12:16
Dog Individual Male,MIXED,BLACK,VADER,15202,2018,5/10/2018 12:16
Dog Individual License Duplicate,MIXED,BLACK/BROWN,ANGEL,15014,2018,5/10/2018 13:04
Dog Individual Neutered Male,SHIH TZU MIX,TAN,NO NAME,15209,2018,5/10/2018 13:04
Dog Individual Male,AM PIT BULL TERRIER,BROWN,BUDDY,15147,2018,5/10/2018 13:04
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK,COCO,15235,2018,5/10/2018 13:04
Dog Individual Male,DALMATIAN,SPOTTED,WALLY,15120,2018,5/10/2018 13:04
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,MAX,15017,2018,5/10/2018 13:04
Dog Individual Spayed Female,PUGGLE,TAN,LOLA,15017,2018,5/10/2018 13:04
Dog Individual Neutered Male,YORKSHIRE TERRIER,SILVER,RUDY,15143,2018,5/10/2018 13:04
Dog Individual Female,MIXED,WHITE,SPRINKLES,15146,2018,5/10/2018 13:04
Dog Individual Neutered Male,GOLDENDOODLE,YELLOW,TUCKER,15108,2018,5/10/2018 13:04
Dog Individual Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,ZIGGY,15017,2018,5/10/2018 13:04
Dog Individual Spayed Female,ENG BULLDOG,BROWN,LADI,15112,2018,5/10/2018 13:04
Dog Individual Spayed Female,LAB MIX,BROWN/GOLD,MAGGIE,15227,2018,5/10/2018 13:04
Dog Senior Citizen or Disability Neutered Male,AM PIT BULL TERRIER,SPOTTED,PRINCE,15136,2018,5/10/2018 13:04
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,TROUBLE,15045,2018,5/10/2018 13:04
Dog Senior Citizen or Disability Neutered Male,AM PIT BULL TERRIER,SPOTTED,RUGGER,15136,2018,5/10/2018 13:04
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,CLEOPATRA,15229,2018,5/10/2018 13:04
Dog Individual Neutered Male,AM PIT BULL TERRIER,SPOTTED,TROUBLES,15110,2018,5/10/2018 13:04
Dog Individual Male,BEAGLE MIX,WHITE/BLACK,APOLLO,15017,2018,5/10/2018 13:04
Dog Senior Citizen or Disability Male,CHIHUAHUA,SPOTTED,LOUIJI,15120,2018,5/10/2018 13:04
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15101,2018,5/10/2018 13:40
Dog Individual Spayed Female,GOLDEN RETRIEVER,RED,SOPHIE,15101,2018,5/10/2018 13:40
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,BRANDY II,15210,2018,5/10/2018 13:10
Dog Individual Neutered Male,BOXER,BRINDLE,LUIGI,15120,2018,5/10/2018 13:13
Dog Individual Male,BRITTANY SPANIEL,WHITE/BROWN,BROOKS,15120,2018,5/10/2018 13:15
Dog Individual Male,MIXED,SPOTTED,DRACO,15143,2018,5/10/2018 13:40
Dog Individual Female,DACHSHUND,SPOTTED,INDIGO,15143,2018,5/10/2018 13:40
Dog Individual Neutered Male,LAB MIX,BROWN,MARLEY,15071,2018,5/10/2018 13:40
Dog Individual Neutered Male,KEESHOND,WHITE/BLACK/BROWN,BOB,15071,2018,5/10/2018 13:40
Dog Individual Male,LAB MIX,BROWN,SCOOBY DOO,15136,2018,5/10/2018 13:40
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,CHLOE,15065,2018,5/10/2018 13:40
Dog Individual Spayed Female,SHIH TZU,TAN,ADDIE,15122,2018,5/10/2018 13:40
Dog Individual Female,MIXED,WHITE/BLACK/BROWN,DAISY,15236,2018,5/10/2018 13:40
Dog Individual Spayed Female,CAIRN TERRIER,BLACK,PENNY,15122,2018,5/10/2018 13:40
Dog Individual Neutered Male,LHASA APSO MIX,BLONDE,MAX,15122,2018,5/10/2018 13:40
Dog Senior Citizen or Disability Neutered Male,PEEKAPOO,APRICOT,FURBIE,15145,2018,5/10/2018 13:40
Dog Individual Neutered Male,AM PITT BULL MIX,WHITE,JAX,15236,2018,5/10/2018 13:40
Dog Individual Female,MIXED,BRINDLE,PENNY,15236,2018,5/10/2018 13:40
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BROWN,BLAZE,15148,2018,5/10/2018 13:40
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,BUDDY,15126,2018,5/10/2018 13:40
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,JORDAN,15146,2018,5/10/2018 13:40
Dog Individual Neutered Male,AUS SHEPHERD,BLACK,BUBBA,15146,2018,5/10/2018 13:40
Dog Individual Neutered Male,TERRIER MIX,WHITE/BLACK,DOMINO,15024,2018,5/10/2018 15:35
Dog Individual Spayed Female,MI-KI,WHITE/BEIGE,GRACIE,15102,2018,5/10/2018 15:35
Dog Individual Male,AM ESKIMO DOG,WHITE,BENTLY,15133,2018,5/10/2018 15:35
Dog Individual Neutered Male,CHIHUAHUA MIX,WHITE/BROWN,COOPER,15046,2018,5/10/2018 15:35
Dog Individual Female,NEWFOUNDLAND,BLACK WITH WHITE,ARI,15046,2018,5/10/2018 15:35
Dog Senior Citizen or Disability Male,TERRIER MIX,WHITE/BLACK,OSCAR,15112,2018,5/10/2018 15:35
Dog Individual Female,LAB MIX,BLACK,MURPHY,15228,2018,5/10/2018 15:35
Dog Individual Female,BEAGLE,BLACK/BROWN,MACY,15228,2018,5/10/2018 15:35
Dog Individual Male,LAB MIX,TAN,GIZMO,15133,2018,5/10/2018 15:35
Dog Individual Spayed Female,BLUETICK COONHOUND,BLUE,ANGEL,15236,2018,5/10/2018 15:35
Dog Individual Male,BEAGLE,SPOTTED,MYLO,15209,2018,5/10/2018 15:35
Dog Individual Spayed Female,MIXED,BROWN,LILY,15228,2018,5/11/2018 8:35
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,JOHNNY,15235,2018,5/11/2018 8:35
Dog Individual Neutered Male,MIXED,BLACK,MARC-ANDRE,15202,2018,5/10/2018 15:35
Dog Individual Spayed Female,AM PIT BULL TERRIER,BRINDLE,HARLEE,15202,2018,5/10/2018 15:35
Dog Individual Spayed Female,NOVA SCOTIA DUCK TO,RED,TALI,15143,2018,5/11/2018 8:35
Dog Individual Spayed Female,BICHON FRISE,WHITE,ELLIE,15102,2018,5/11/2018 8:35
Dog Individual Neutered Male,BICHON FRISE,WHITE,BO,15102,2018,5/11/2018 8:35
Dog Senior Citizen or Disability Male,AKITA,BROWN/TAN,NIKO,15227,2018,5/11/2018 9:03
Dog Individual Female,SAMOYED,WHITE,FLURRY,15084,2018,5/11/2018 9:03
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,BELLA,15132,2018,5/11/2018 9:03
Dog Senior Citizen or Disability - FREE,LABRADOR RETRIEVER,BLACK,SSD STAR,15228,2018,5/11/2018 9:03
Dog Individual Male,GOLDEN RETRIEVER,GOLD,TOBY,15108,2018,5/10/2018 15:35
Dog Individual Neutered Male,BEAGLE,SPOTTED,COOPER,15243,2018,5/11/2018 8:35
Dog Individual Female,LABRADOR RETRIEVER,BROWN,SOPHIE,15044,2018,5/11/2018 8:35
Dog Individual Neutered Male,CHOW CHOW,CREAM,WINSTON,15120,2018,5/10/2018 15:35
Dog Individual Spayed Female,CHOW CHOW,RED,SHENANIGAN'S,15120,2018,5/10/2018 15:35
Dog Individual Spayed Female,LAB MIX,BLACK,MOKI,15024,2018,5/11/2018 8:35
Dog Individual Male,MIN PINSCHER,BLACK/BROWN,ROYAL,15112,2018,5/10/2018 15:35
Dog Senior Citizen or Disability Female,VIZSLA,RED,WHELKA,15243,2018,5/10/2018 15:35
Dog Individual Spayed Female,MORKIE,BLACK/TAN,COCO,15237,2018,5/11/2018 8:36
Dog Individual Spayed Female,YORKSHIRE TERR MIX,BLACK,CLOVER,15014,2018,5/10/2018 15:35
Dog Individual Neutered Male,AM PITT BULL MIX,BRINDLE,BEAR,15148,2018,5/11/2018 8:36
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BEAR,15014,2018,5/10/2018 15:35
Dog Individual Female,GER SHEPHERD,BLACK/BROWN,KIMBER,15014,2018,5/10/2018 15:35
Dog Individual Female,LABRADOR RETRIEVER,WHITE/BLACK,SPARKLE,15239,2018,5/11/2018 8:36
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,BEANS,15238,2018,5/11/2018 8:36
Dog Individual Female,GER SHEPHERD,BLACK/BROWN,RILEY,15235,2018,5/11/2018 8:36
Dog Individual Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,LUNA,15237,2018,5/11/2018 8:36
Dog Individual Spayed Female,PUGGLE,BROWN/FAWN,EMMA,15239,2018,5/11/2018 8:36
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,BEANS,15238,2018,5/11/2018 8:36
Dog Individual License Duplicate,TERRIER MIX,TRI-COLOR,BUTTONS,15238,2018,5/11/2018 8:36
Dog Senior Citizen or Disability Neutered Male,SCHIPPERKE,BLACK,KIA,15084,2018,5/11/2018 9:06
Dog Inter County Transfer,PUG,BLACK/FAWN,LULU,15135,2018,5/11/2018 9:55
Dog Individual Female,AM PIT BULL TERRIER,BRINDLE,ASIA,15223,2018,5/11/2018 10:06
Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN/GOLD,HARPER,15237,2018,5/11/2018 10:57
Dog Senior Citizen or Disability Neutered Male,LAB MIX,WHITE/BROWN,COCO,15126,2018,
Dog Individual Spayed Female,GOLDEN RETRIEV MIX,OTHER,XENA,15227,2018,5/11/2018 13:45
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BOB,15227,2018,5/11/2018 16:07
Dog Individual Spayed Female,GOLDEN RETRIEV MIX,BLONDE,ANGEL,15227,2018,5/11/2018 13:45
Dog Senior Citizen or Disability Neutered Male,COLLIE MIX,WHITE/BLACK,LITTLE BEAR,15146,2018,5/11/2018 13:45
Dog Individual Spayed Female,TAG,BLONDE,LUCY,15045,2018,5/11/2018 16:07
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15065,2018,5/11/2018 13:45
Dog Individual Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN,ROMEO,15237,2018,5/11/2018 13:45
Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,BELLA,15106,2018,5/11/2018 13:45
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,MAZZI,15106,2018,5/11/2018 13:45
Dog Individual Female,BLUE HEELER,BRINDLE,MILLIE,15025,2018,5/11/2018 13:45
Dog Individual Spayed Female,ITALIAN GREYHOUND,WHITE/GREY,LILLY,15106,2018,5/11/2018 13:45
Dog Individual Spayed Female,SHIH TZU MIX,WHITE/BLACK/BROWN,EVA,15106,2018,5/11/2018 13:45
Dog Individual Female,LABRADOR RETRIEVER,YELLOW,THEA,15084,2018,5/11/2018 16:07
Dog Individual Male,SIB HUSKY,WHITE/BLACK,ARCHER,15137,2018,5/11/2018 16:07
Dog Individual Female,TAG,BLACK WITH WHITE,BEARY MILLER,15120,2018,5/11/2018 16:07
Dog Individual Female,MIXED,WHITE,GIZZY,15120,2018,5/11/2018 16:07
Dog Individual Male,CATAHOULA LEOPARD D,SPOTTED,PARIS DOLNEY-SHIPP,15235,2018,5/11/2018 13:38
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,WHITE,JASPER,15106,2018,5/11/2018 13:01
Dog Individual Female,MIXED,SPOTTED,HARLEY,15205,2018,5/11/2018 13:10
Dog Individual Neutered Male,AUS SHEPHERD,BROWN,CRUIZER,15227,2018,5/11/2018 13:38
Dog Individual Spayed Female,TERRIER MIX,BLACK,WAYLEE,15227,2018,5/11/2018 13:38
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK/BROWN,HONZ,15223,2018,5/11/2018 13:38
Dog Individual Neutered Male,LAB MIX,WHITE/BROWN,LARRY,15239,2018,5/11/2018 13:18
Dog Individual Spayed Female,BEAGLE MIX,RED,MISSY,15239,2018,5/11/2018 13:18
Dog Individual Male,ENG BULLDOG,MULTI,SNOOP DOG,15146,2018,5/11/2018 13:19
Dog Individual Spayed Female,LHASA APSO,BROWN,MAGGIE,15071,2018,5/11/2018 13:38
Dog Individual Spayed Female,SHIH TZU,WHITE,MIA,15071,2018,5/11/2018 13:38
Dog Senior Citizen or Disability Neutered Male,MALTESE MIX,WHITE/BROWN,MAX,15136,2018,5/11/2018 13:38
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK,TOOSTIE,15228,2018,5/11/2018 13:38
Dog Individual Male,YORKSHIRE TERRIER,BLACK/BROWN,TOBY,15235,2018,5/11/2018 13:38
Dog Individual Female,ENG BULLDOG,FAWN,BELLA,15235,2018,5/11/2018 13:38
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,ZEUS,15235,2018,5/11/2018 13:38
Dog Individual Spayed Female,MIXED,TAN,STELLA,15136,2018,5/11/2018 13:38
Dog Individual Spayed Female,BEAGLE,MULTI,MIA,15116,2018,5/11/2018 13:50
Dog Individual Spayed Female,TERRIER MIX,BLACK,BABY,15225,2018,5/11/2018 13:38
Dog Individual Female,GER SHEPHERD,BLACK,LULU,15031,2018,5/11/2018 13:45
Dog Senior Citizen or Disability Female,MIXED,BROWN,SUZETTE,15132,2018,5/11/2018 13:45
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK,BEAR,15220,2018,5/11/2018 13:49
Dog Individual Spayed Female,BEAGLE,BLACK/TAN,GEORGIA,15205,2018,5/17/2018 9:03
Dog Individual Neutered Male,LAB MIX,BROWN,WOODROW,15238,2018,5/17/2018 9:03
Dog Individual License Duplicate,TAG,TAN,DIEGO,15205,2018,5/17/2018 9:03
Dog Individual License Duplicate,MIXED,TAN,BELLA,15205,2018,5/17/2018 9:03
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,JAXSON,15146,2018,5/17/2018 9:03
Dog Individual Neutered Male,LABRADOR RETRIEVER,WHITE,BUCKWHEAT,15084,2018,5/17/2018 9:03
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MAGGIE,15025,2018,5/17/2018 9:03
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,LEO,15207,2018,5/17/2018 9:03
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,BUDDY,15237,2018,5/11/2018 15:12
Dog Individual Neutered Male,BEAGLE,MULTI,PALZY,15237,2018,5/11/2018 15:12
Dog Individual Male,AM STAFF TERRIER,WHITE/BLACK/BROWN,BLACK,15104,2018,5/11/2018 15:13
Dog Individual Spayed Female,MIXED,WHITE/BLACK,GRETA,15202,2018,5/11/2018 15:13
Dog Individual Neutered Male,TREE WALK COONHOUND,WHITE/BLACK/BROWN,HARLEY,15065,2018,5/17/2018 9:03
Dog Individual Neutered Male,GER SHEPHERD,BLACK,GUNNER,15229,2018,5/11/2018 15:13
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,HOOVER,15132,2018,5/11/2018 15:13
Dog Individual Neutered Male,LABRADOODLE,CREAM,HACHI,15044,2018,5/17/2018 9:03
Dog Individual Female,REDBONE COONHOUND,RED,STELLA LUNA,15037,2018,5/17/2018 9:03
Dog Individual Spayed Female,LAB MIX,BLACK,GEENA,15090,2018,5/17/2018 9:03
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,WHITE,BRANDY,15129,2018,5/17/2018 9:03
Dog Individual Male,LAB MIX,BROWN,BUSTER,15133,2018,5/17/2018 9:03
Dog Individual Spayed Female,BORD COLLIE,WHITE/BLACK,LUNA,15044,2018,5/11/2018 16:07
Dog Senior Citizen or Disability Spayed Female,HOUND MIX,BLACK,MYA,15101,2018,5/11/2018 15:13
Dog Individual Female,RHODESIAN RIDGEBACK,SPOTTED,MOLLIE,15145,2018,5/11/2018 15:13
Dog Individual License Duplicate,AUS CATTLE DOG,WHITE/BROWN,BRIE,15237,2018,5/17/2018 9:03
Dog Individual Male,SHETLAND SHEEPDOG,TAN,DEXTER,15229,2018,5/11/2018 15:13
Dog Individual Male,ROTTWEILER,MULTI,IZZY,15239,2018,5/11/2018 15:13
Dog Individual License Duplicate,GER SHEPHERD,BLACK/TAN,BORIS,15223,2018,5/11/2018 16:07
Dog Individual Spayed Female,GOLDEN RETRIEVER,OTHER,RILEY RAY MCGUIRE,15146,2018,5/11/2018 15:13
Dog Individual Female,GOLDENDOODLE,APRICOT,CHLOE,15116,2018,5/11/2018 16:07
Dog Individual Female,FRENCH BULLDOG,WHITE/BRINDLE,LILLY,15202,2018,5/11/2018 16:07
Dog Individual Female,FRENCH BULLDOG,BLACK/TAN,BEA,15202,2018,5/11/2018 16:07
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,BELLA,15106,2018,5/11/2018 15:13
Dog Individual Male,AM BULLDOG,SPOTTED,DIESEL,15236,2018,5/11/2018 15:13
Dog Individual Male,ROTTWEILER,BLACK/RED,LAYNE,15236,2018,5/11/2018 15:13
Dog Individual Neutered Male,SCHNAUZER MIN,GREY,SPARKY,15017,2018,5/11/2018 16:07
Dog Senior Citizen or Disability Male,LABRADOR RETRIEVER,BLACK,ORION,15108,2018,5/11/2018 15:29
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,BROWN,WATSON,15071,2018,5/11/2018 15:34
Dog Individual Neutered Male,MIXED,BLACK,SHADOW,15071,2018,5/11/2018 15:34
Dog Individual Spayed Female,MIXED,BLACK,SWEETIE,15071,2018,5/11/2018 15:34
Dog Individual Male,TAG,BLACK,JAX,15071,2018,5/11/2018 15:34
Dog Individual Neutered Male,TAG,BLACK/BROWN,PUP,15101,2018,5/11/2018 16:07
Dog Individual Neutered Male,COLLIE MIX,WHITE/BLACK,JAX,15024,2018,5/11/2018 16:07
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE,BUDDY,15210,2018,5/11/2018 15:50
Dog Senior Citizen or Disability Neutered Male,TAG,WHITE/BLACK,BARON,15210,2018,5/11/2018 15:50
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,LUCY,15139,2018,5/11/2018 16:07
Dog Senior Citizen or Disability Neutered Male,MOUNTAIN CUR,BRINDLE,NEVILLE,15129,2018,5/11/2018 16:07
Dog Individual Neutered Male,MIXED,BLACK,DOUG,15229,2018,5/11/2018 16:07
Dog Individual License Duplicate,YORKSHIRE TERRIER,BLACK/BROWN,MAX,15030,2018,5/11/2018 16:07
Dog Senior Citizen or Disability Male,BOXER MIX,WHITE/BROWN,PINOCHIO,15102,2018,
Dog Senior Citizen or Disability Female,BOXER,WHITE,GEE GEE,15102,2018,5/14/2018 8:30
Dog Senior Citizen or Disability Male,BOXER MIX,WHITE/BROWN,PINOCHIO,15102,2018,5/14/2018 8:30
Dog Senior Citizen or Disability Female,BOXER MIX,WHITE/BROWN,PENNY,15102,2018,5/14/2018 8:30
Dog Senior Citizen or Disability Female,BOXER MIX,WHITE,JOSIE,15102,2018,5/14/2018 8:30
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,BLACK,LAYLA,15108,2018,5/14/2018 10:14
Dog Senior Citizen or Disability Male,COCKAPOO,BLACK,FAST FOOD,15065,2018,5/14/2018 10:14
Dog Senior Citizen or Disability Male,MALTESE,WHITE,CODY,15065,2018,5/14/2018 10:14
Dog Senior Citizen or Disability Female,MIXED,BLACK,PHOEBE,15116,2018,5/14/2018 10:26
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE,ROCKO,15116,2018,5/14/2018 10:26
Dog Senior Citizen or Disability Male,MIXED,BROWN,COOPER,15116,2018,5/14/2018 10:26
Dog Individual Male,LAB MIX,WHITE/BLACK,JAX,15120,2018,5/14/2018 10:44
